Candidate ID,Question number,Variable type,Interaction number,Variable name,Variable type,Variable cardinality,Variable default value,Variable value
149474,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
149474,1,template,1,RESPONSE-ACTION,float,single,,40
149474,1,,0,SCORE,float,single,,28
149474,1,,0,MAX_SCORE,float,single,,40
149474,1,,0,COMPLETION_STATUS,identifier,single,,completed
144512,1,response,1,RESPONSE,file,single,,[REDACTED]
144512,1,outcome,1,SUBSCORE-1,float,single,,1
144512,1,outcome,1,SUBSCORE-2,float,single,,0
144512,1,outcome,1,SUBSCORE-3,float,single,,0
144512,1,outcome,1,SUBSCORE-4,float,single,,0
144512,1,outcome,1,SUBSCORE-5,float,single,,0
144512,1,outcome,1,SUBSCORE-6,float,single,,1
144512,1,outcome,1,SUBSCORE-7,float,single,,1
144512,1,outcome,1,SUBSCORE-8,float,single,,1
144512,1,outcome,1,SUBSCORE-9,float,single,,0
144512,1,outcome,1,SUBSCORE-10,float,single,,1
144512,1,outcome,1,SUBSCORE-11,float,single,,0
144512,1,outcome,1,SUBSCORE-12,float,single,,0
144512,1,outcome,1,SUBSCORE-13,float,single,,0
144512,1,outcome,1,SUBSCORE-14,float,single,,0
144512,1,outcome,1,SUBSCORE-15,float,single,,0
144512,1,outcome,1,SUBSCORE-16,float,single,,0
144512,1,outcome,1,SUBSCORE-17,float,single,,0
144512,1,outcome,1,SUBSCORE-18,float,single,,1
144512,1,outcome,1,SUBSCORE-19,float,single,,0
144512,1,outcome,1,SUBSCORE-20,float,single,,0
144512,1,outcome,1,SUBSCORE-21,float,single,,0
144512,1,outcome,1,SUBSCORE-22,float,single,,1
144512,1,outcome,1,SUBSCORE-23,float,single,,1
144512,1,outcome,1,SUBSCORE-24,float,single,,1
144512,1,outcome,1,SUBSCORE-25,float,single,,1
144512,1,outcome,1,SUBSCORE-26,float,single,,1
144512,1,outcome,1,SUBSCORE-27,float,single,,1
144512,1,outcome,1,SUBSCORE-28,float,single,,0
144512,1,outcome,1,SUBSCORE-29,float,single,,1
144512,1,outcome,1,SUBSCORE-30,float,single,,1
144512,1,outcome,1,SUBSCORE-31,float,single,,1
144512,1,outcome,1,SUBSCORE-32,float,single,,0
144512,1,outcome,1,SUBSCORE-33,float,single,,1
144512,1,outcome,1,SUBSCORE-34,float,single,,1
144512,1,outcome,1,SUBSCORE-35,float,single,,0
144512,1,outcome,1,SUBSCORE-36,float,single,,0
144512,1,outcome,1,SUBSCORE-37,float,single,,1
144512,1,outcome,1,SUBSCORE-38,float,single,,1
144512,1,outcome,1,SUBSCORE-39,float,single,,0
144512,1,outcome,1,SUBSCORE-40,float,single,,1
144512,1,outcome,1,PASSED,boolean,single,0,false
144512,1,outcome,1,MAXSCORE,float,single,40,40
144512,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
144512,1,template,1,RESPONSE-ACTION,float,single,,40
144512,1,,0,SCORE,float,single,,20
144512,1,,0,MAX_SCORE,float,single,,40
144512,1,,0,COMPLETION_STATUS,identifier,single,,completed
149516,1,response,1,RESPONSE,file,single,,[REDACTED]
149516,1,outcome,1,SUBSCORE-1,float,single,,1
149516,1,outcome,1,SUBSCORE-2,float,single,,1
149516,1,outcome,1,SUBSCORE-3,float,single,,1
149516,1,outcome,1,SUBSCORE-4,float,single,,1
149516,1,outcome,1,SUBSCORE-5,float,single,,1
149516,1,outcome,1,SUBSCORE-6,float,single,,1
149516,1,outcome,1,SUBSCORE-7,float,single,,1
149516,1,outcome,1,SUBSCORE-8,float,single,,1
149516,1,outcome,1,SUBSCORE-9,float,single,,1
149516,1,outcome,1,SUBSCORE-10,float,single,,1
149516,1,outcome,1,SUBSCORE-11,float,single,,1
149516,1,outcome,1,SUBSCORE-12,float,single,,1
149516,1,outcome,1,SUBSCORE-13,float,single,,0
149516,1,outcome,1,SUBSCORE-14,float,single,,1
149516,1,outcome,1,SUBSCORE-15,float,single,,1
149516,1,outcome,1,SUBSCORE-16,float,single,,1
149516,1,outcome,1,SUBSCORE-17,float,single,,0
149516,1,outcome,1,SUBSCORE-18,float,single,,1
149516,1,outcome,1,SUBSCORE-19,float,single,,0
149516,1,outcome,1,SUBSCORE-20,float,single,,0
149516,1,outcome,1,SUBSCORE-21,float,single,,0
149516,1,outcome,1,SUBSCORE-22,float,single,,1
149516,1,outcome,1,SUBSCORE-23,float,single,,1
149516,1,outcome,1,SUBSCORE-24,float,single,,1
149516,1,outcome,1,SUBSCORE-25,float,single,,1
149516,1,outcome,1,SUBSCORE-26,float,single,,1
149516,1,outcome,1,SUBSCORE-27,float,single,,1
149516,1,outcome,1,SUBSCORE-28,float,single,,1
149516,1,outcome,1,SUBSCORE-29,float,single,,1
149516,1,outcome,1,SUBSCORE-30,float,single,,1
149516,1,outcome,1,SUBSCORE-31,float,single,,1
149516,1,outcome,1,SUBSCORE-32,float,single,,1
149516,1,outcome,1,SUBSCORE-33,float,single,,0
149516,1,outcome,1,SUBSCORE-34,float,single,,0
149516,1,outcome,1,SUBSCORE-35,float,single,,0
149516,1,outcome,1,SUBSCORE-36,float,single,,0
149516,1,outcome,1,SUBSCORE-37,float,single,,1
149516,1,outcome,1,SUBSCORE-38,float,single,,1
149516,1,outcome,1,SUBSCORE-39,float,single,,1
149516,1,outcome,1,SUBSCORE-40,float,single,,0
149516,1,outcome,1,PASSED,boolean,single,0,false
149516,1,outcome,1,MAXSCORE,float,single,40,40
149516,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
149516,1,template,1,RESPONSE-ACTION,float,single,,40
149516,1,,0,SCORE,float,single,,30
149516,1,,0,MAX_SCORE,float,single,,40
149516,1,,0,COMPLETION_STATUS,identifier,single,,completed
147904,1,response,1,RESPONSE,file,single,,[REDACTED]
147904,1,outcome,1,SUBSCORE-1,float,single,,1
147904,1,outcome,1,SUBSCORE-2,float,single,,1
147904,1,outcome,1,SUBSCORE-3,float,single,,1
147904,1,outcome,1,SUBSCORE-4,float,single,,1
147904,1,outcome,1,SUBSCORE-5,float,single,,1
147904,1,outcome,1,SUBSCORE-6,float,single,,1
147904,1,outcome,1,SUBSCORE-7,float,single,,1
147904,1,outcome,1,SUBSCORE-8,float,single,,1
147904,1,outcome,1,SUBSCORE-9,float,single,,1
147904,1,outcome,1,SUBSCORE-10,float,single,,1
147904,1,outcome,1,SUBSCORE-11,float,single,,1
147904,1,outcome,1,SUBSCORE-12,float,single,,1
147904,1,outcome,1,SUBSCORE-13,float,single,,1
147904,1,outcome,1,SUBSCORE-14,float,single,,1
147904,1,outcome,1,SUBSCORE-15,float,single,,0
147904,1,outcome,1,SUBSCORE-16,float,single,,0
147904,1,outcome,1,SUBSCORE-17,float,single,,0
147904,1,outcome,1,SUBSCORE-18,float,single,,1
147904,1,outcome,1,SUBSCORE-19,float,single,,0
147904,1,outcome,1,SUBSCORE-20,float,single,,0
147904,1,outcome,1,SUBSCORE-21,float,single,,0
147904,1,outcome,1,SUBSCORE-22,float,single,,1
147904,1,outcome,1,SUBSCORE-23,float,single,,1
147904,1,outcome,1,SUBSCORE-24,float,single,,1
147904,1,outcome,1,SUBSCORE-25,float,single,,1
147904,1,outcome,1,SUBSCORE-26,float,single,,1
147904,1,outcome,1,SUBSCORE-27,float,single,,1
147904,1,outcome,1,SUBSCORE-28,float,single,,1
147904,1,outcome,1,SUBSCORE-29,float,single,,1
147904,1,outcome,1,SUBSCORE-30,float,single,,1
147904,1,outcome,1,SUBSCORE-31,float,single,,1
147904,1,outcome,1,SUBSCORE-32,float,single,,0
147904,1,outcome,1,SUBSCORE-33,float,single,,1
147904,1,outcome,1,SUBSCORE-34,float,single,,0
147904,1,outcome,1,SUBSCORE-35,float,single,,0
147904,1,outcome,1,SUBSCORE-36,float,single,,0
147904,1,outcome,1,SUBSCORE-37,float,single,,1
147904,1,outcome,1,SUBSCORE-38,float,single,,0
147904,1,outcome,1,SUBSCORE-39,float,single,,0
147904,1,outcome,1,SUBSCORE-40,float,single,,0
147904,1,outcome,1,PASSED,boolean,single,0,false
147904,1,outcome,1,MAXSCORE,float,single,40,40
147904,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
147904,1,template,1,RESPONSE-ACTION,float,single,,40
147904,1,,0,SCORE,float,single,,27
147904,1,,0,MAX_SCORE,float,single,,40
147904,1,,0,COMPLETION_STATUS,identifier,single,,completed
149620,1,response,1,RESPONSE,file,single,,[REDACTED]
149620,1,outcome,1,SUBSCORE-1,float,single,,1
149620,1,outcome,1,SUBSCORE-2,float,single,,1
149620,1,outcome,1,SUBSCORE-3,float,single,,1
149620,1,outcome,1,SUBSCORE-4,float,single,,1
149620,1,outcome,1,SUBSCORE-5,float,single,,1
149620,1,outcome,1,SUBSCORE-6,float,single,,1
149620,1,outcome,1,SUBSCORE-7,float,single,,1
149620,1,outcome,1,SUBSCORE-8,float,single,,1
149620,1,outcome,1,SUBSCORE-9,float,single,,1
149620,1,outcome,1,SUBSCORE-10,float,single,,1
149620,1,outcome,1,SUBSCORE-11,float,single,,1
149620,1,outcome,1,SUBSCORE-12,float,single,,1
149620,1,outcome,1,SUBSCORE-13,float,single,,1
149620,1,outcome,1,SUBSCORE-14,float,single,,1
149620,1,outcome,1,SUBSCORE-15,float,single,,1
149620,1,outcome,1,SUBSCORE-16,float,single,,1
149620,1,outcome,1,SUBSCORE-17,float,single,,0
149620,1,outcome,1,SUBSCORE-18,float,single,,1
149620,1,outcome,1,SUBSCORE-19,float,single,,0
149620,1,outcome,1,SUBSCORE-20,float,single,,0
149620,1,outcome,1,SUBSCORE-21,float,single,,0
149620,1,outcome,1,SUBSCORE-22,float,single,,1
149620,1,outcome,1,SUBSCORE-23,float,single,,1
149620,1,outcome,1,SUBSCORE-24,float,single,,1
149620,1,outcome,1,SUBSCORE-25,float,single,,1
149620,1,outcome,1,SUBSCORE-26,float,single,,1
149620,1,outcome,1,SUBSCORE-27,float,single,,1
149620,1,outcome,1,SUBSCORE-28,float,single,,1
149620,1,outcome,1,SUBSCORE-29,float,single,,1
149620,1,outcome,1,SUBSCORE-30,float,single,,1
149620,1,outcome,1,SUBSCORE-31,float,single,,1
149620,1,outcome,1,SUBSCORE-32,float,single,,0
149620,1,outcome,1,SUBSCORE-33,float,single,,1
149620,1,outcome,1,SUBSCORE-34,float,single,,1
149620,1,outcome,1,SUBSCORE-35,float,single,,1
149620,1,outcome,1,SUBSCORE-36,float,single,,0
149620,1,outcome,1,SUBSCORE-37,float,single,,1
149620,1,outcome,1,SUBSCORE-38,float,single,,0.5
149620,1,outcome,1,SUBSCORE-39,float,single,,0.5
149620,1,outcome,1,SUBSCORE-40,float,single,,0.5
149620,1,outcome,1,PASSED,boolean,single,0,false
149620,1,outcome,1,MAXSCORE,float,single,40,40
149620,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
149620,1,template,1,RESPONSE-ACTION,float,single,,40
149620,1,,0,SCORE,float,single,,32.5
149620,1,,0,MAX_SCORE,float,single,,40
149620,1,,0,COMPLETION_STATUS,identifier,single,,completed
149047,1,response,1,RESPONSE,file,single,,[REDACTED]
149047,1,outcome,1,SUBSCORE-1,float,single,,1
149047,1,outcome,1,SUBSCORE-2,float,single,,1
149047,1,outcome,1,SUBSCORE-3,float,single,,0
149047,1,outcome,1,SUBSCORE-4,float,single,,0
149047,1,outcome,1,SUBSCORE-5,float,single,,0
149047,1,outcome,1,SUBSCORE-6,float,single,,1
149047,1,outcome,1,SUBSCORE-7,float,single,,1
149047,1,outcome,1,SUBSCORE-8,float,single,,1
149047,1,outcome,1,SUBSCORE-9,float,single,,1
149047,1,outcome,1,SUBSCORE-10,float,single,,1
149047,1,outcome,1,SUBSCORE-11,float,single,,1
149047,1,outcome,1,SUBSCORE-12,float,single,,1
149047,1,outcome,1,SUBSCORE-13,float,single,,1
149047,1,outcome,1,SUBSCORE-14,float,single,,1
149047,1,outcome,1,SUBSCORE-15,float,single,,1
149047,1,outcome,1,SUBSCORE-16,float,single,,1
149047,1,outcome,1,SUBSCORE-17,float,single,,0
149047,1,outcome,1,SUBSCORE-18,float,single,,1
149047,1,outcome,1,SUBSCORE-19,float,single,,0
149047,1,outcome,1,SUBSCORE-20,float,single,,0
149047,1,outcome,1,SUBSCORE-21,float,single,,0
149047,1,outcome,1,SUBSCORE-22,float,single,,1
149047,1,outcome,1,SUBSCORE-23,float,single,,1
149047,1,outcome,1,SUBSCORE-24,float,single,,1
149047,1,outcome,1,SUBSCORE-25,float,single,,1
149047,1,outcome,1,SUBSCORE-26,float,single,,1
149047,1,outcome,1,SUBSCORE-27,float,single,,1
149047,1,outcome,1,SUBSCORE-28,float,single,,1
149047,1,outcome,1,SUBSCORE-29,float,single,,1
149047,1,outcome,1,SUBSCORE-30,float,single,,1
149047,1,outcome,1,SUBSCORE-31,float,single,,1
149047,1,outcome,1,SUBSCORE-32,float,single,,1
149047,1,outcome,1,SUBSCORE-33,float,single,,1
149047,1,outcome,1,SUBSCORE-34,float,single,,1
149047,1,outcome,1,SUBSCORE-35,float,single,,1
149047,1,outcome,1,SUBSCORE-36,float,single,,1
149047,1,outcome,1,SUBSCORE-37,float,single,,1
149047,1,outcome,1,SUBSCORE-38,float,single,,0.5
149047,1,outcome,1,SUBSCORE-39,float,single,,0.5
149047,1,outcome,1,SUBSCORE-40,float,single,,0.5
149047,1,outcome,1,PASSED,boolean,single,0,false
149047,1,outcome,1,MAXSCORE,float,single,40,40
149047,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
149047,1,template,1,RESPONSE-ACTION,float,single,,40
149047,1,,0,SCORE,float,single,,31.5
149047,1,,0,MAX_SCORE,float,single,,40
149047,1,,0,COMPLETION_STATUS,identifier,single,,completed
150977,1,response,1,RESPONSE,file,single,,[REDACTED]
150977,1,outcome,1,SUBSCORE-1,float,single,,1
150977,1,outcome,1,SUBSCORE-2,float,single,,1
150977,1,outcome,1,SUBSCORE-3,float,single,,1
150977,1,outcome,1,SUBSCORE-4,float,single,,1
150977,1,outcome,1,SUBSCORE-5,float,single,,1
150977,1,outcome,1,SUBSCORE-6,float,single,,1
150977,1,outcome,1,SUBSCORE-7,float,single,,1
150977,1,outcome,1,SUBSCORE-8,float,single,,1
150977,1,outcome,1,SUBSCORE-9,float,single,,1
150977,1,outcome,1,SUBSCORE-10,float,single,,1
150977,1,outcome,1,SUBSCORE-11,float,single,,1
150977,1,outcome,1,SUBSCORE-12,float,single,,1
150977,1,outcome,1,SUBSCORE-13,float,single,,1
150977,1,outcome,1,SUBSCORE-14,float,single,,0
150977,1,outcome,1,SUBSCORE-15,float,single,,1
150977,1,outcome,1,SUBSCORE-16,float,single,,1
150977,1,outcome,1,SUBSCORE-17,float,single,,1
150977,1,outcome,1,SUBSCORE-18,float,single,,1
150977,1,outcome,1,SUBSCORE-19,float,single,,1
150977,1,outcome,1,SUBSCORE-20,float,single,,1
150977,1,outcome,1,SUBSCORE-21,float,single,,1
150977,1,outcome,1,SUBSCORE-22,float,single,,1
150977,1,outcome,1,SUBSCORE-23,float,single,,1
150977,1,outcome,1,SUBSCORE-24,float,single,,1
150977,1,outcome,1,SUBSCORE-25,float,single,,1
150977,1,outcome,1,SUBSCORE-26,float,single,,1
150977,1,outcome,1,SUBSCORE-27,float,single,,1
150977,1,outcome,1,SUBSCORE-28,float,single,,1
150977,1,outcome,1,SUBSCORE-29,float,single,,1
150977,1,outcome,1,SUBSCORE-30,float,single,,1
150977,1,outcome,1,SUBSCORE-31,float,single,,1
150977,1,outcome,1,SUBSCORE-32,float,single,,0
150977,1,outcome,1,SUBSCORE-33,float,single,,1
150977,1,outcome,1,SUBSCORE-34,float,single,,1
150977,1,outcome,1,SUBSCORE-35,float,single,,1
150977,1,outcome,1,SUBSCORE-36,float,single,,1
150977,1,outcome,1,SUBSCORE-37,float,single,,1
150977,1,outcome,1,SUBSCORE-38,float,single,,0.5
150977,1,outcome,1,SUBSCORE-39,float,single,,0.5
150977,1,outcome,1,SUBSCORE-40,float,single,,0.5
150977,1,outcome,1,PASSED,boolean,single,0,false
150977,1,outcome,1,MAXSCORE,float,single,40,40
150977,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
150977,1,template,1,RESPONSE-ACTION,float,single,,40
150977,1,,0,SCORE,float,single,,36.5
150977,1,,0,MAX_SCORE,float,single,,40
150977,1,,0,COMPLETION_STATUS,identifier,single,,completed
144261,1,response,1,RESPONSE,file,single,,[REDACTED]
144261,1,outcome,1,SUBSCORE-1,float,single,,1
144261,1,outcome,1,SUBSCORE-2,float,single,,1
144261,1,outcome,1,SUBSCORE-3,float,single,,1
144261,1,outcome,1,SUBSCORE-4,float,single,,1
144261,1,outcome,1,SUBSCORE-5,float,single,,1
144261,1,outcome,1,SUBSCORE-6,float,single,,1
144261,1,outcome,1,SUBSCORE-7,float,single,,1
144261,1,outcome,1,SUBSCORE-8,float,single,,1
144261,1,outcome,1,SUBSCORE-9,float,single,,1
144261,1,outcome,1,SUBSCORE-10,float,single,,1
144261,1,outcome,1,SUBSCORE-11,float,single,,0
144261,1,outcome,1,SUBSCORE-12,float,single,,0
144261,1,outcome,1,SUBSCORE-13,float,single,,0
144261,1,outcome,1,SUBSCORE-14,float,single,,0
144261,1,outcome,1,SUBSCORE-15,float,single,,0
144261,1,outcome,1,SUBSCORE-16,float,single,,0
144261,1,outcome,1,SUBSCORE-17,float,single,,0
144261,1,outcome,1,SUBSCORE-18,float,single,,1
144261,1,outcome,1,SUBSCORE-19,float,single,,0
144261,1,outcome,1,SUBSCORE-20,float,single,,0
144261,1,outcome,1,SUBSCORE-21,float,single,,0
144261,1,outcome,1,SUBSCORE-22,float,single,,1
144261,1,outcome,1,SUBSCORE-23,float,single,,1
144261,1,outcome,1,SUBSCORE-24,float,single,,1
144261,1,outcome,1,SUBSCORE-25,float,single,,1
144261,1,outcome,1,SUBSCORE-26,float,single,,1
144261,1,outcome,1,SUBSCORE-27,float,single,,1
144261,1,outcome,1,SUBSCORE-28,float,single,,1
144261,1,outcome,1,SUBSCORE-29,float,single,,1
144261,1,outcome,1,SUBSCORE-30,float,single,,1
144261,1,outcome,1,SUBSCORE-31,float,single,,1
144261,1,outcome,1,SUBSCORE-32,float,single,,1
144261,1,outcome,1,SUBSCORE-33,float,single,,1
144261,1,outcome,1,SUBSCORE-34,float,single,,1
144261,1,outcome,1,SUBSCORE-35,float,single,,1
144261,1,outcome,1,SUBSCORE-36,float,single,,1
144261,1,outcome,1,SUBSCORE-37,float,single,,1
144261,1,outcome,1,SUBSCORE-38,float,single,,0.5
144261,1,outcome,1,SUBSCORE-39,float,single,,0.5
144261,1,outcome,1,SUBSCORE-40,float,single,,0.5
144261,1,outcome,1,PASSED,boolean,single,0,false
144261,1,outcome,1,MAXSCORE,float,single,40,40
144261,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
144261,1,template,1,RESPONSE-ACTION,float,single,,40
144261,1,,0,SCORE,float,single,,28.5
144261,1,,0,MAX_SCORE,float,single,,40
144261,1,,0,COMPLETION_STATUS,identifier,single,,completed
144645,1,response,1,RESPONSE,file,single,,[REDACTED]
144645,1,outcome,1,SUBSCORE-1,float,single,,1
144645,1,outcome,1,SUBSCORE-2,float,single,,1
144645,1,outcome,1,SUBSCORE-3,float,single,,1
144645,1,outcome,1,SUBSCORE-4,float,single,,1
144645,1,outcome,1,SUBSCORE-5,float,single,,1
144645,1,outcome,1,SUBSCORE-6,float,single,,1
144645,1,outcome,1,SUBSCORE-7,float,single,,1
144645,1,outcome,1,SUBSCORE-8,float,single,,1
144645,1,outcome,1,SUBSCORE-9,float,single,,0
144645,1,outcome,1,SUBSCORE-10,float,single,,1
144645,1,outcome,1,SUBSCORE-11,float,single,,0
144645,1,outcome,1,SUBSCORE-12,float,single,,0
144645,1,outcome,1,SUBSCORE-13,float,single,,0
144645,1,outcome,1,SUBSCORE-14,float,single,,0
144645,1,outcome,1,SUBSCORE-15,float,single,,0
144645,1,outcome,1,SUBSCORE-16,float,single,,0
144645,1,outcome,1,SUBSCORE-17,float,single,,0
144645,1,outcome,1,SUBSCORE-18,float,single,,1
144645,1,outcome,1,SUBSCORE-19,float,single,,1
144645,1,outcome,1,SUBSCORE-20,float,single,,0.5
144645,1,outcome,1,SUBSCORE-21,float,single,,1
144645,1,outcome,1,SUBSCORE-22,float,single,,1
144645,1,outcome,1,SUBSCORE-23,float,single,,1
144645,1,outcome,1,SUBSCORE-24,float,single,,1
144645,1,outcome,1,SUBSCORE-25,float,single,,1
144645,1,outcome,1,SUBSCORE-26,float,single,,1
144645,1,outcome,1,SUBSCORE-27,float,single,,1
144645,1,outcome,1,SUBSCORE-28,float,single,,1
144645,1,outcome,1,SUBSCORE-29,float,single,,1
144645,1,outcome,1,SUBSCORE-30,float,single,,0
144645,1,outcome,1,SUBSCORE-31,float,single,,0
144645,1,outcome,1,SUBSCORE-32,float,single,,0
144645,1,outcome,1,SUBSCORE-33,float,single,,1
144645,1,outcome,1,SUBSCORE-34,float,single,,1
144645,1,outcome,1,SUBSCORE-35,float,single,,1
144645,1,outcome,1,SUBSCORE-36,float,single,,1
144645,1,outcome,1,SUBSCORE-37,float,single,,1
144645,1,outcome,1,SUBSCORE-38,float,single,,1
144645,1,outcome,1,SUBSCORE-39,float,single,,1
144645,1,outcome,1,SUBSCORE-40,float,single,,1
144645,1,outcome,1,PASSED,boolean,single,0,false
144645,1,outcome,1,MAXSCORE,float,single,40,40
144645,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
144645,1,template,1,RESPONSE-ACTION,float,single,,40
144645,1,,0,SCORE,float,single,,28.5
144645,1,,0,MAX_SCORE,float,single,,40
144645,1,,0,COMPLETION_STATUS,identifier,single,,completed
146013,1,response,1,RESPONSE,file,single,,[REDACTED]
146013,1,outcome,1,SUBSCORE-1,float,single,,1
146013,1,outcome,1,SUBSCORE-2,float,single,,1
146013,1,outcome,1,SUBSCORE-3,float,single,,1
146013,1,outcome,1,SUBSCORE-4,float,single,,1
146013,1,outcome,1,SUBSCORE-5,float,single,,1
146013,1,outcome,1,SUBSCORE-6,float,single,,1
146013,1,outcome,1,SUBSCORE-7,float,single,,1
146013,1,outcome,1,SUBSCORE-8,float,single,,1
146013,1,outcome,1,SUBSCORE-9,float,single,,1
146013,1,outcome,1,SUBSCORE-10,float,single,,1
146013,1,outcome,1,SUBSCORE-11,float,single,,1
146013,1,outcome,1,SUBSCORE-12,float,single,,1
146013,1,outcome,1,SUBSCORE-13,float,single,,1
146013,1,outcome,1,SUBSCORE-14,float,single,,1
146013,1,outcome,1,SUBSCORE-15,float,single,,1
146013,1,outcome,1,SUBSCORE-16,float,single,,1
146013,1,outcome,1,SUBSCORE-17,float,single,,1
146013,1,outcome,1,SUBSCORE-18,float,single,,1
146013,1,outcome,1,SUBSCORE-19,float,single,,0
146013,1,outcome,1,SUBSCORE-20,float,single,,0
146013,1,outcome,1,SUBSCORE-21,float,single,,0
146013,1,outcome,1,SUBSCORE-22,float,single,,1
146013,1,outcome,1,SUBSCORE-23,float,single,,1
146013,1,outcome,1,SUBSCORE-24,float,single,,1
146013,1,outcome,1,SUBSCORE-25,float,single,,0
146013,1,outcome,1,SUBSCORE-26,float,single,,1
146013,1,outcome,1,SUBSCORE-27,float,single,,1
146013,1,outcome,1,SUBSCORE-28,float,single,,1
146013,1,outcome,1,SUBSCORE-29,float,single,,1
146013,1,outcome,1,SUBSCORE-30,float,single,,1
146013,1,outcome,1,SUBSCORE-31,float,single,,1
146013,1,outcome,1,SUBSCORE-32,float,single,,1
146013,1,outcome,1,SUBSCORE-33,float,single,,1
146013,1,outcome,1,SUBSCORE-34,float,single,,1
146013,1,outcome,1,SUBSCORE-35,float,single,,1
146013,1,outcome,1,SUBSCORE-36,float,single,,0
146013,1,outcome,1,SUBSCORE-37,float,single,,1
146013,1,outcome,1,SUBSCORE-38,float,single,,0.5
146013,1,outcome,1,SUBSCORE-39,float,single,,0.5
146013,1,outcome,1,SUBSCORE-40,float,single,,0
146013,1,outcome,1,PASSED,boolean,single,0,false
146013,1,outcome,1,MAXSCORE,float,single,40,40
146013,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
146013,1,template,1,RESPONSE-ACTION,float,single,,40
146013,1,,0,SCORE,float,single,,33
146013,1,,0,MAX_SCORE,float,single,,40
146013,1,,0,COMPLETION_STATUS,identifier,single,,completed
149844,1,response,1,RESPONSE,file,single,,[REDACTED]
149844,1,outcome,1,SUBSCORE-1,float,single,,1
149844,1,outcome,1,SUBSCORE-2,float,single,,1
149844,1,outcome,1,SUBSCORE-3,float,single,,1
149844,1,outcome,1,SUBSCORE-4,float,single,,1
149844,1,outcome,1,SUBSCORE-5,float,single,,1
149844,1,outcome,1,SUBSCORE-6,float,single,,1
149844,1,outcome,1,SUBSCORE-7,float,single,,1
149844,1,outcome,1,SUBSCORE-8,float,single,,1
149844,1,outcome,1,SUBSCORE-9,float,single,,1
149844,1,outcome,1,SUBSCORE-10,float,single,,1
149844,1,outcome,1,SUBSCORE-11,float,single,,0
149844,1,outcome,1,SUBSCORE-12,float,single,,0
149844,1,outcome,1,SUBSCORE-13,float,single,,0
149844,1,outcome,1,SUBSCORE-14,float,single,,0
149844,1,outcome,1,SUBSCORE-15,float,single,,0
149844,1,outcome,1,SUBSCORE-16,float,single,,0
149844,1,outcome,1,SUBSCORE-17,float,single,,0
149844,1,outcome,1,SUBSCORE-18,float,single,,1
149844,1,outcome,1,SUBSCORE-19,float,single,,1
149844,1,outcome,1,SUBSCORE-20,float,single,,1
149844,1,outcome,1,SUBSCORE-21,float,single,,1
149844,1,outcome,1,SUBSCORE-22,float,single,,0
149844,1,outcome,1,SUBSCORE-23,float,single,,0
149844,1,outcome,1,SUBSCORE-24,float,single,,0
149844,1,outcome,1,SUBSCORE-25,float,single,,0
149844,1,outcome,1,SUBSCORE-26,float,single,,1
149844,1,outcome,1,SUBSCORE-27,float,single,,1
149844,1,outcome,1,SUBSCORE-28,float,single,,1
149844,1,outcome,1,SUBSCORE-29,float,single,,1
149844,1,outcome,1,SUBSCORE-30,float,single,,0
149844,1,outcome,1,SUBSCORE-31,float,single,,0
149844,1,outcome,1,SUBSCORE-32,float,single,,0
149844,1,outcome,1,SUBSCORE-33,float,single,,1
149844,1,outcome,1,SUBSCORE-34,float,single,,1
149844,1,outcome,1,SUBSCORE-35,float,single,,1
149844,1,outcome,1,SUBSCORE-36,float,single,,1
149844,1,outcome,1,SUBSCORE-37,float,single,,1
149844,1,outcome,1,SUBSCORE-38,float,single,,1
149844,1,outcome,1,SUBSCORE-39,float,single,,1
149844,1,outcome,1,SUBSCORE-40,float,single,,1
149844,1,outcome,1,PASSED,boolean,single,0,false
149844,1,outcome,1,MAXSCORE,float,single,40,40
149844,1,template,1,RESPONSE_CORRECTRESPONSE_POINTS,float,single,40,40
149844,1,template,1,RESPONSE-ACTION,float,single,,40
149844,1,,0,SCORE,float,single,,26
149844,1,,0,MAX_SCORE,float,single,,40
149844,1,,0,COMPLETION_STATUS,identifier,single,,completed
150422,1,response,1,RESPONSE,file,single,,[REDACTED]
150422,1,outcome,1,SUBSCORE-1,float,single,,1
150422,1,outcome,1,SUBSCORE-2,float,single,,1
150422,1,outcome,1,SUBSCORE-3,float,single,,1
150422,1,outcome,1,SUBSCORE-4,float,single,,1
150422,1,outcome,1,SUBSCORE-5,float,single,,1
150422,1,outcome,1,SUBSCORE-6,float,single,,1
150422,1,outcome,1,SUBSCORE-7,float,single,,1
150422,1,outcome,1,SUBSCORE-8,float,single,,1
150422,1,outcome,1,SUBSCORE-9,float,single,,1
150422,1,outcome,1,SUBSCORE-10,float,single,,1
